matricula  U.E.A. Trim Ev. Cal Plan
2163055830 2130034 17I GLO. NA  57 BA01
2163055830 2331064 17I GLO. S   57 BC58
2163055830 2331061 17P GLO. NA  57 BB57
2163055830 2331062 17P GLO. NA  57 BB07
2163055830 2331062 17O GLO. S   57 BB08A
2163055830 2331063 18I GLO. B   57 BC57
2163055830 2331061 18P GLO. B   57 BB07
2163055830 2130034 18P REC. NA  57 J30034
2163055830 2255064 18O GLO. B   57 HD07
2163055830 2331065 19I GLO. S   57 BD08
2163055830 2255065 19P GLO. B   57 HE01
2163055830 2331066 19O GLO. B   57 BE08
2163055830 2130034 20I REC. S   57 J30034
2163055830 2255066 20P GLO. MB  57 HF08
2163055830 2112013 20P GLO. B   57 BB01
2163055983 2130034 16O GLO. S   57 BA53
2163055983 2300033 16O GLO. MB  57 BA53
2163055983 2300034 16O GLO. S   57 BA53
2163055983 2300035 16O GLO. MB  57 BA53A
2163055983 2112013 17I GLO. B   57 BB51
2163055983 2132075 17I GLO. S   57 BB01
2163055983 2331061 17P GLO. S   57 BB57
2163055983 2255064 17P GLO. B   57 HD10
2163055983 2331064 17P GLO. S   57 BC57
2163055983 2331062 17P GLO. NA  57 BB07
2163055983 2331062 17O GLO. B   57 BB08A
2163055983 2132060 17O GLO. NA  57 BC02
2163055983 2255065 18I GLO. B   57 HE02
2163055983 2331063 18I GLO. MB  57 BC57
2163055983 2122081 18I GLO. NA  57 BC51
2163055983 2331065 18I GLO. B   57 BD07
2163055983 2331066 18P GLO. B   57 BE08
2163055983 2132060 18P GLO. MB  57 BC01
2163055983 2122081 18P GLO. S   57 BC01
2163055983 2331067 18O GLO. MB  57 BF07
2163055983 2132061 18O GLO. MB  57 BD01
2163055983 2132062 18O GLO. MB  57 BE02
2163055983 2293077 18O GLO. MB  57 HA02
2163055983 2255066 19I GLO. B   57 HF12
2163055983 2331080 19I GLO. MB  57 BG07A
2163055983 2132063 19I GLO. B   57 BF02
2163055983 2141025 19I GLO. MB  57 BD51
2163055983 2255183 19P GLO. S   57 HA02
2163055983 2211082 19P GLO. MB  57 HC56
2163055983 2141026 19P GLO. NA  57 BE01
2163055983 2212013 19P GLO. S   57 HH12
2163055983 2331079 19P GLO. S   57 BH07
2163055983 2331098 19O GLO. MB  57 BH07
2163055983 2132064 19O GLO. S   57 BG02
2163055983 2331087 19O GLO. NA  57 BG57
2163055983 2141026 19O GLO. B   57 BE51
2163055983 2122082 20I GLO. S   57 BF01
2163055983 2331096 20I GLO. B   57 BH07
2163055983 2331087 20I GLO. B   57 BG57
2163055983 2332001 20P GLO. MB  57 BI57
2163055983 2332087 20P GLO. B   57 BK07
2163055983 2332054 20P GLO. MB  57 BJ57
2163055983 2332086 20O GLO. MB  57 BK07
2163055983 2122083 20O GLO. S   57 BG51
2163056515 2300035 16O GLO. MB  57 BA53A
2163056515 2300034 16O GLO. S   57 BA53
2163056515 2130034 16O GLO. NA  57 BA53
2163056515 2300033 16O GLO. MB  57 BA53
2163056515 2331062 17I GLO. NA  57 BB08
2163056515 2331064 17I GLO. B   57 BC08
2163056515 2130034 17I GLO. B   57 BA51
2163056515 2331062 17P GLO. S   57 BB07
2163056515 2112013 17P GLO. NA  57 BB01
2163056515 2132075 17P GLO. NA  57 BB01
2163056515 2132075 17O GLO. NA  57 BB51
2163056515 2331063 17O GLO. NA  57 BC57
2163056515 2331063 18I GLO. B   57 BC57
2163056515 2331061 18I GLO. NA  57 BB07A
2163056515 2132075 18I REC. NA  57 J32075
2163056515 2331061 18P GLO. NA  57 BB07A
2163056515 2132075 18P REC. S   57 J32075
2163056515 2132060 18O GLO. NA  57 BC01
2163056515 2331066 18O GLO. NA  57 BE08
2163056515 2331065 19I GLO. S   57 BD08
2163056515 2132060 19P GLO. S   57 BC01
2163056515 2122081 19O GLO. NA  57 BC01
2163056515 2331067 19O GLO. S   57 BF58
2163056515 2331066 19O REC. B   57 J31066
2163056515 2122081 20I GLO. S   57 BC51
2163056515 2132062 20I GLO. B   57 BE02
2163056515 2112013 20P GLO. MB  57 BB01
2163056515 2141025 20P GLO. MB  57 BD01
2163056515 2132061 20P GLO. S   57 BD51
2163056515 2331061 20P REC. B   57 J31061
2163056515 2211082 20O GLO. B   57 HC02
2163056515 2132063 20O GLO. MB  57 BF02
2163056515 2331080 20O GLO. MB  57 BG07
2163056515 2141026 20O GLO. MB  57 BE51
2163056515 2281052 20O GLO. MB  57 HE51
2163056622 2300035 16O GLO. MB  57 BA53A
2163056622 2130034 16O GLO. NA  57 BA53
2163056622 2300034 16O GLO. S   57 BA53
2163056622 2300033 16O GLO. MB  57 BA53
2163056622 2130034 16O REC. NA  57 J30034
2163056622 2130034 17I GLO. MB  57 BA02
2163056622 2331062 17I GLO. NA  57 BB57
2163056622 2331064 17I GLO. MB  57 BC58
2163056622 2331062 17P GLO. B   57 BB57
2163056622 2112013 17P GLO. MB  57 BB51
2163056622 2132075 17P GLO. S   57 BB01
2163056622 2331061 17O GLO. S   57 BB57
2163056622 2331063 17O GLO. NA  57 BC07
2163056622 2132060 17O GLO. NA  57 BC02
2163056622 2331063 18I GLO. S   57 BC07
2163056622 2132060 18I GLO. NA  57 BC51
2163056622 2331065 18I GLO. NA  57 BD58
2163056622 2331066 18P REC. B   57 J31066
2163056622 2331067 18O GLO. S   57 BF07
2163056622 2255064 18O GLO. S   57 HD06
2163056622 2331065 18O GLO. B   57 BD07
2163056622 2211079 19I GLO. MB  57 HB54
2163056622 2255065 19I GLO. MB  57 HE12
2163056622 2122081 19I GLO. NA  57 BC52
2163056622 2255183 19O GLO. MB  57 HA11
2163056622 2255066 19O GLO. MB  57 HF14
2163056622 2122081 19O REC. MB  57 J22081
2163056622 2211093 20I GLO. MB  57 HF14
2163056622 2212013 20I GLO. MB  57 HH18
2163056622 2331080 20I GLO. MB  57 BG07
2163056622 2141025 20I GLO. MB  57 BD01
2163056622 2255317 20P GLO. MB  57 BA01
2163056622 2331079 20P GLO. B   57 BH07
2163056622 2141026 20P GLO. MB  57 BE51
2163056622 2132061 20P REC. MB  57 J32061
2163056622 2132060 20P REC. B   57 J32060
2163056622 2332054 20O GLO. MB  57 BJ57
2163056622 2132062 20O GLO. S   57 BE01
2163056622 2211086 20O GLO. MB  57 HD53
2163056622 2332003 20O GLO. B   57 BG57
2163056739 2300035 16O GLO. MB  57 BA53A
2163056739 2300034 16O GLO. S   57 BA53
2163056739 2130034 16O GLO. NA  57 BA53
2163056739 2300033 16O GLO. MB  57 BA53
2163056739 2331062 17I GLO. B   57 BB08
2163056739 2130034 17I GLO. B   57 BA51
2163056739 2331064 17I GLO. NA  57 BC08
2163056739 2331063 17P GLO. MB  57 BC58
2163056739 2331061 17P GLO. S   57 BB08A
2163056739 2112013 17P GLO. NA  57 BB01
2163056739 2132075 17P GLO. S   57 BB01
2163056739 2112013 17O GLO. S   57 BB02
2163056739 2132060 17O GLO. S   57 BC51
2163056739 2122081 17O GLO. S   57 BC02
2163056739 2331064 17O REC. B   57 J31064
2163056739 2132061 18I GLO. MB  57 BD01
2163056739 2255064 18I GLO. MB  57 HD12
2163056739 2141025 18I GLO. B   57 BD01
2163056739 2331065 18I GLO. B   57 BD08
2163056739 2255065 18P GLO. NA  57 HE01
2163056739 2132064 19I GLO. MB  57 BG02
2163056739 2331067 19I GLO. S   57 BF08
2163056739 2132062 19I GLO. S   57 BE01
2163056739 2255065 19P GLO. MB  57 HE04
2163056739 2331066 19P GLO. S   57 BE07
2163056739 2132063 19O REC. MB  57 J32063
2163056739 2331080 20I GLO. B   57 BG07
2163056739 2255066 20I GLO. MB  57 HF09
2163056739 2211085 20P GLO. B   57 HD14
2163056739 2255414 20P GLO. MB  57 HA02
2163056739 2141026 20P GLO. MB  57 BE51
2163056739 2331079 20O GLO. S   57 BH07
2163056819 2300035 16O GLO. MB  57 BA53A
2163056819 2300034 16O GLO. S   57 BA53
2163056819 2130034 16O GLO. NA  57 BA53
2163056819 2300033 16O GLO. S   57 BA53
2163056819 2331062 17P GLO. NA  57 BB57
2163056819 2331064 17P GLO. NA  57 BC07
2163056819 2130034 17P GLO. S   57 BA54
2163056819 2331062 17O GLO. S   57 BB07
2163056819 2132075 17O GLO. NA  57 BB52
2163056819 2331061 17O GLO. NA  57 BB07
2163056819 2331063 18I GLO. MB  57 BC57
2163056819 2331064 18I GLO. S   57 BC08
2163056819 2112013 18P GLO. NA  57 BB01
2163056819 2331061 18P GLO. NA  57 BB07A
2163056819 2132075 18P GLO. NA  57 BB51
2163056819 2331061 18P REC. NA  57 J31061
2163056819 2112013 19I GLO. NA  57 BB01
2163056819 2132075 19I REC. S   57 J32075
2163056819 2122081 19P GLO. S   57 BC51
2163056819 2331065 19P GLO. S   57 BD07
2163056819 2132060 19P GLO. S   57 BC01
2163056819 2331066 19O GLO. B   57 BE07
2163056819 2132062 19O GLO. B   57 BE01
2163056819 2132063 19O REC. S   57 J32063
2163056819 2141025 20I GLO. S   57 BD01
2163056819 2141026 20P GLO. S   57 BE01
2163056819 2132061 20P GLO. S   57 BD51
2163056819 2122082 20O GLO. S   57 BF01
2163056855 2300035 16O GLO. MB  57 BA53A
2163056855 2300034 16O GLO. B   57 BA53
2163056855 2300033 16O GLO. MB  57 BA53
2163056855 2130034 16O GLO. NA  57 BA53
2163056855 2331062 17I GLO. S   57 BB08A
2163056855 2130034 17I GLO. B   57 BA51
2163056855 2331064 17I GLO. NA  57 BC07
2163056855 2331063 17P GLO. B   57 BC58
2163056855 2331061 17P GLO. NA  57 BB08A
2163056855 2112013 17P GLO. NA  57 BB01
2163056855 2132075 17P GLO. NA  57 BB01
2163056855 2112013 17O GLO. B   57 BB51
2163056855 2331061 17O GLO. B   57 BB08
2163056855 2132075 18I GLO. S   57 BB51
2163056855 2331064 18I GLO. B   57 BC08
2163056855 2331066 18I GLO. B   57 BE08
2163056855 2331065 18P GLO. B   57 BD08
2163056855 2132060 18P GLO. S   57 BC01
2163056855 2122081 18P GLO. NA  57 BC01
2163056855 2132061 18O GLO. S   57 BD51
2163056855 2331067 18O GLO. S   57 BF08
2163056855 2132062 18O GLO. S   57 BE01
2163056855 2241088 19I GLO. MB  57 HG52
2163056855 2132064 19I GLO. MB  57 BG02
2163056855 2122081 19I GLO. MB  57 BC51
2163056855 2242036 19I GLO. MB  57 HA01
2163056855 2293085 19P GLO. MB  57 HH03
2163056855 2132065 19P GLO. B   57 BH01
2163056855 2132063 19P GLO. MB  57 BF01
2163056855 2141025 19P GLO. NA  57 BD01
2163056855 2141025 19P REC. S   57 J41025
2163056855 2331079 19O GLO. S   57 BH07
2163056855 2292077 19O GLO. MB  57 HA03
2163056855 2141026 19O GLO. S   57 BE51
2163056855 2331080 19O GLO. B   57 BG07
2163056855 2332003 20I GLO. MB  57 BG57
2163056855 2122082 20I GLO. S   57 BF01
2163056855 2331096 20I GLO. B   57 BH07
2163056855 2332086 20I GLO. MB  57 BK07
2163056855 2331078 20P GLO. B   57 BK07
2163056855 2332087 20P GLO. S   57 BK07
2163056855 2332054 20P GLO. B   57 BJ57
2163056855 2331087 20P GLO. S   57 BG57
2163056855 2255064 20P REC. MB  57 J55064
2163056855 2255065 20P REC. MB  57 J55065
2163056855 2122083 20P REC. B   57 J22083
2163056855 2332001 20O GLO. B   57 BI57
2163056855 2331099 20O GLO. B   57 BI07
2163056855 2332053 20O GLO. B   57 BH07
2163056855 2122084 20O REC. B   57 J22084
2163056855 2255066 20O REC. MB  57 J55066
2163056855 2331082 20O REC. B   57 J31082
2163056891 2300035 16O GLO. MB  57 BA53B
2163056891 2130034 16O GLO. NA  57 BA53
2163056891 2300033 16O GLO. MB  57 BA53
2163056891 2300034 16O GLO. B   57 BA53
2163056891 2331061 17I GLO. MB  57 BB08
2163056891 2130034 17I GLO. S   57 BA01
2163056891 2331064 17P GLO. S   57 BC08
2163056891 2112013 17P GLO. S   57 BB51
2163056891 2331062 17P GLO. MB  57 BB08
2163056891 2132075 17P GLO. B   57 BB02
2163056891 2255064 17P GLO. MB  57 HD08
2163056891 2132060 17O GLO. NA  57 BC01
2163056891 2255065 17O GLO. B   57 HE05
2163056891 2331063 17O GLO. B   57 BC07
2163056891 2331065 17O GLO. S   57 BD07
2163056891 2331067 18I GLO. B   57 BF08
2163056891 2132061 18I GLO. MB  57 BD01
2163056891 2132060 18I GLO. MB  57 BC51
2163056891 2331066 18I GLO. MB  57 BE08
2163056891 2212013 18P GLO. B   57 HH14
2163056891 2122081 18P GLO. MB  57 BC51
2163056891 2331080 18P GLO. S   57 BG07
2163056891 2255066 18P GLO. B   57 HF11
2163056891 2132064 18P GLO. S   57 BG01
2163056891 2132062 18P GLO. S   57 BE01
2163056891 2132063 18O GLO. B   57 BF01
2163056891 2132065 18O GLO. MB  57 BH02
2163056891 2141025 18O GLO. B   57 BD51
2163056891 2331079 18O GLO. MB  57 BH07
2163056891 2332001 19I GLO. MB  57 BI07
2163056891 2332086 19I GLO. MB  57 BL07
2163056891 2332003 19I GLO. MB  57 BG57
2163056891 2293089 19I GLO. B   57 HH01
2163056891 2141026 19I GLO. MB  57 BE01
2163056891 2122082 19P GLO. NA  57 BF01
2163056891 2211085 19P GLO. MB  57 HD56
2163056891 2331078 19P GLO. B   57 BK07
2163056891 2332054 19P GLO. MB  57 BJ07
2163056891 2332091 19O GLO. S   57 BI57
2163056891 2122082 19O GLO. B   57 BF02
2163056891 2332087 19O GLO. MB  57 BK07
2163056891 2241089 19O GLO. S   57 HB02
2163056891 2122083 20I GLO. MB  57 BG51
2163056891 2332053 20I GLO. MB  57 BH07
2163056891 2331087 20I GLO. S   57 BG57
2163056891 2332055 20I GLO. MB  57 BJ07
2163056891 2331099 20P GLO. B   57 BI07
2163056891 2331094 20P GLO. MB  57 BJ57
2163056891 2122084 20P GLO. B   57 BH51
2163056891 2331082 20P GLO. MB  57 BI07
2163056891 2331086 20O GLO. S   57 BJ07
2163056891 2332073 20O GLO. MB  57 BJ57
2163056891 2331083 20O GLO. B   57 BJ57
2163056917 2300035 16O GLO. MB  57 BA53B
2163056917 2300034 16O GLO. S   57 BA53
2163056917 2300033 16O GLO. B   57 BA53
2163056917 2130034 16O GLO. NA  57 BA53
2163056917 2255064 17I GLO. MB  57 HD11
2163056917 2331064 17I GLO. S   57 BC57
2163056917 2130034 17I GLO. S   57 BA51
2163056917 2331062 17P GLO. B   57 BB57
2163056917 2132075 17P GLO. NA  57 BB02
2163056917 2255065 17O GLO. MB  57 HE03
2163056917 2132075 17O GLO. S   57 BB51
2163056917 2331063 17O GLO. MB  57 BC57
2163056917 2255066 18I GLO. MB  57 HF09
2163056917 2331065 18I GLO. S   57 BD08
2163056917 2132060 18I GLO. NA  57 BC01
2163056917 2122081 18I GLO. S   57 BC01
2163056917 2141025 18P GLO. B   57 BD01
2163056917 2132061 18P GLO. S   57 BD01
2163056917 2331066 18P GLO. B   57 BE58
2163056917 2132060 18P REC. S   57 J32060
2163056917 2331067 18O GLO. B   57 BF58
2163056917 2331061 18O GLO. B   57 BB07
2163056917 2132062 18O GLO. S   57 BE02
2163056917 2141026 18O GLO. NA  57 BE01
2163056917 2141026 19I GLO. B   57 BE51
2163056917 2132063 19I GLO. B   57 BF02
2163056917 2112013 19I GLO. S   57 BB01
2163056917 2122082 19P GLO. S   57 BF01
2163056917 2132064 19P GLO. NA  57 BG01
2163056917 2331080 19P GLO. B   57 BG07
2163056917 2132064 19P REC. S   57 J32064
2163056917 2122083 19O GLO. S   57 BG51
2163056917 2211093 19O GLO. NA  57 HF04
2163056917 2331079 19O GLO. B   57 BH07
2163056917 2132065 20I GLO. S   57 BH02
2163056917 2331082 20I GLO. MB  57 BI07
2163056917 2255363 20P GLO. B   57 HC02
2163056917 2331099 20P GLO. MB  57 BI07
2163056917 2122084 20O GLO. S   57 BG52
2163056917 2332055 20O GLO. MB  57 BJ57
2163056917 2331087 20O GLO. S   57 BG57
2163056917 2332086 20O REC. B   57 J32086
2163056971 2300035 16O GLO. MB  57 BA53B
2163056971 2300034 16O GLO. MB  57 BA53
2163056971 2130034 16O GLO. MB  57 BA53
2163056971 2300033 16O GLO. MB  57 BA53
2163056971 2331061 17I GLO. MB  57 BB07
2163056971 2331062 17I GLO. MB  57 BB07
2163056971 2112013 17I GLO. MB  57 BB51
2163056971 2132075 17I GLO. B   57 BB02
2163056971 2331063 17P GLO. MB  57 BC58
2163056971 2132060 17P GLO. MB  57 BC01
2163056971 2331064 17P GLO. MB  57 BC58
2163056971 2255064 17O GLO. MB  57 HD05
2163056971 2132061 17O GLO. MB  57 BD01
2163056971 2331065 17O GLO. MB  57 BD58A
2163056971 2255065 18I GLO. MB  57 HE01
2163056971 2331066 18I GLO. MB  57 BE07
2163056971 2132062 18I GLO. MB  57 BE02
2163056971 2122081 18I GLO. MB  57 BC51
2163056971 2132063 18P GLO. MB  57 BF01
2163056971 2141025 18P GLO. MB  57 BD01
2163056971 2255066 18P GLO. MB  57 HF07
2163056971 2331067 18P GLO. MB  57 BF07
2163056971 2141026 18O GLO. B   57 BE51
2163056971 2132064 18O GLO. MB  57 BG02
2163056971 2331080 18O GLO. MB  57 BG07
2163056971 2122082 19I GLO. MB  57 BF01
2163056971 2331079 19I GLO. MB  57 BH07
2163056971 2132065 19I GLO. MB  57 BH01
2163056971 2211076 19P GLO. B   57 HA02
2163056971 2331087 19P GLO. B   57 BG57
2163056971 2331096 19P GLO. MB  57 BH07
2163056971 2122083 19P GLO. MB  57 BG51
2163056971 2331097 19O GLO. MB  57 BI07
2163056971 2331099 19O GLO. MB  57 BI07
2163056971 2122084 19O GLO. MB  57 BG52
2163056971 2331082 19O GLO. MB  57 BI07
2163056971 2332073 20I GLO. B   57 BJ07
2163056971 2331083 20I GLO. MB  57 BJ07
2163056971 2331078 20I GLO. MB  57 BK07
2163056971 2331086 20I GLO. MB  57 BJ07
2163056971 2332001 20P GLO. MB  57 BI57
2163056971 2332086 20P GLO. MB  57 BK07
2163056971 2331084 20P GLO. MB  57 BK57
2163056971 2332054 20P GLO. MB  57 BJ57
2163056971 2332091 20O GLO. MB  57 BI57
2163056971 2332053 20O GLO. MB  57 BH07
2163056971 2332087 20O GLO. MB  57 BK07
2163056971 2332055 20O GLO. MB  57 BJ57
2163057021 2300035 16O GLO. B   57 BA53B
2163057021 2300034 16O GLO. B   57 BA53
2163057021 2130034 16O GLO. NA  57 BA53
2163057021 2300033 16O GLO. B   57 BA53
2163057021 2331062 17I GLO. B   57 BB08
2163057021 2331064 17I GLO. NA  57 BC08
2163057021 2130034 17I GLO. S   57 BA51
2163057021 2331063 17P GLO. B   57 BC58
2163057021 2331061 17P GLO. NA  57 BB08A
2163057021 2112013 17P GLO. S   57 BB01
2163057021 2132075 17P GLO. S   57 BB01
2163057021 2331061 17O GLO. S   57 BB08
2163057021 2132060 17O GLO. S   57 BC51
2163057021 2122081 17O GLO. NA  57 BC02
2163057021 2331064 17O REC. B   57 J31064
2163057021 2132061 18I GLO. NA  57 BD01
2163057021 2132061 18P GLO. NA  57 BD01
2163057021 2331065 18P REC. S   57 J31065
2163057021 2132062 18O GLO. NA  57 BE01
2163057021 2331066 18O GLO. NA  57 BE08
2163057021 2122081 18O GLO. NA  57 BC52
2163057021 2132062 19I GLO. MB  57 BE01
2163057021 2331067 19I GLO. S   57 BF08
2163057021 2331066 19P GLO. S   57 BE07
2163057021 2132063 19P GLO. NA  57 BF01
2163057021 2132063 19O REC. MB  57 J32063
2163057021 2331080 20I GLO. S   57 BG07
2163057021 2132061 20I REC. MB  57 J32061
2163057021 2122081 20O REC. MB  57 J22081
2163057021 2331079 20O REC. S   57 J31079
2163057058 2300035 16O GLO. B   57 BA53B
2163057058 2300034 16O GLO. S   57 BA53
2163057058 2130034 16O GLO. NA  57 BA53
2163057058 2300033 16O GLO. S   57 BA53
2163057058 2331061 17I GLO. NA  57 BB08
2163057058 2130034 17I GLO. NA  57 BA01
2163057058 2331061 17P GLO. NA  57 BB08
2163057058 2331064 17P GLO. NA  57 BC07
2163057058 2331062 17O GLO. NA  57 BB08A
2163057058 2331062 18P GLO. NA  57 BB08
2163057138 2300035 16O GLO. B   57 BA53B
2163057138 2300034 16O GLO. MB  57 BA53
2163057138 2130034 16O GLO. NA  57 BA53
2163057138 2300033 16O GLO. MB  57 BA53
2163057138 2331062 17I GLO. B   57 BB08A
2163057138 2331064 17I GLO. NA  57 BC57
2163057138 2130034 17I GLO. MB  57 BA02
2163057138 2112013 17O GLO. MB  57 BB51
2163057138 2132075 17O GLO. S   57 BB51
2163057138 2331063 17O GLO. MB  57 BC57
2163057138 2331065 18I GLO. B   57 BD08
2163057138 2132060 18I GLO. NA  57 BC01
2163057138 2331064 18I REC. B   57 J31064
2163057138 2331066 18P GLO. S   57 BE07
2163057138 2331061 18P GLO. NA  57 BB07A
2163057138 2132061 18O GLO. S   57 BD51
2163057138 2331061 18O GLO. S   57 BB07A
2163057138 2122081 19I GLO. B   57 BC51
2163057138 2255064 19I GLO. NA  57 HD05
2163057138 2132060 19I GLO. S   57 BC01
2163057138 2293085 19P GLO. B   57 HH02
2163057138 2141025 19P GLO. NA  57 BD01
2163057138 2132062 19P GLO. S   57 BE01
2163057138 2255064 19O GLO. MB  57 HD09
2163057138 2132063 19O GLO. MB  57 BF01
2163057138 2141025 19O GLO. S   57 BD51
2163057138 2132064 19O GLO. NA  57 BG01
2163057138 2255065 20I GLO. B   57 HE15
2163057138 2331067 20I GLO. B   57 BF07
2163057138 2132064 20P GLO. MB  57 BG01
2163057138 2331079 20P GLO. S   57 BH07
2163057138 2141026 20P GLO. S   57 BE01
2163057138 2331080 20O GLO. B   57 BG07
2163057138 2122082 20O GLO. MB  57 BF02
2163057138 2132065 20O GLO. B   57 BH01
2163057147 2300035 16O GLO. MB  57 BA53B
2163057147 2300034 16O GLO. MB  57 BA53
2163057147 2130034 16O GLO. NA  57 BA53
2163057147 2300033 16O GLO. MB  57 BA53
2163057147 2331061 17I GLO. NA  57 BB08
2163057147 2130034 17I GLO. MB  57 BA01
2163057147 2331064 17I GLO. B   57 BC58
2163057147 2331062 17P GLO. NA  57 BB57
2163057147 2112013 17P GLO. S   57 BB51
2163057147 2132075 17P GLO. MB  57 BB02
2163057147 2331062 17O GLO. B   57 BB07
2163057147 2132060 17O GLO. S   57 BC51
2163057147 2331061 17O GLO. B   57 BB07
2163057147 2122081 17O GLO. NA  57 BC01
2163057147 2331065 18I GLO. B   57 BD07
2163057147 2331063 18I GLO. MB  57 BC57
2163057147 2132061 18P GLO. MB  57 BD01
2163057147 2132062 18P GLO. S   57 BE02
2163057147 2331066 18P GLO. MB  57 BE58
2163057147 2331067 18O GLO. MB  57 BF58
2163057147 2211078 18O GLO. MB  57 HB06
2163057147 2132063 18O GLO. MB  57 BF01
2163057147 2122081 18O GLO. B   57 BC01
2163057147 2331080 19I GLO. MB  57 BG07
2163057147 2242036 19I GLO. MB  57 HA53
2163057147 2141025 19I GLO. MB  57 BD01
2163057147 2241088 19I GLO. S   57 HB01
2163057147 2255064 19I REC. MB  57 J55064
2163057147 2132064 19P GLO. B   57 BG01
2163057147 2141026 19P GLO. S   57 BE01
2163057147 2331079 19P GLO. MB  57 BH07
2163057147 2211075 19P GLO. NA  57 HA60
2163057147 2255065 19P REC. MB  57 J55065
2163057147 2122082 19O GLO. S   57 BF01
2163057147 2211076 19O GLO. MB  57 HA09
2163057147 2331087 19O GLO. NA  57 BG57
2163057147 2331096 19O GLO. B   57 BH07
2163057147 2132065 19O GLO. S   57 BH01
2163057147 2255066 19O REC. MB  57 J55066
2163057147 2332003 20I GLO. MB  57 BG57
2163057147 2122083 20I GLO. MB  57 BG51
2163057147 2331078 20I GLO. MB  57 BK07
2163057147 2332086 20I GLO. MB  57 BK07
2163057147 2332001 20P GLO. B   57 BI57
2163057147 2332087 20P GLO. MB  57 BK07
2163057147 2331099 20P GLO. MB  57 BI07
2163057147 2332054 20P GLO. MB  57 BJ57
2163057147 2122084 20P GLO. B   57 BH52
2163057147 2331082 20P GLO. MB  57 BI07
2163057147 2331086 20O GLO. MB  57 BJ07
2163057147 2332091 20O GLO. MB  57 BI57
2163057147 2332053 20O GLO. B   57 BH07
2163057147 2331083 20O GLO. MB  57 BJ57
2163057218 2300035 16O GLO. B   57 BA53B
2163057218 2300034 16O GLO. S   57 BA53
2163057218 2130034 16O GLO. NA  57 BA53
2163057218 2300033 16O GLO. MB  57 BA53
2163057218 2331062 17I GLO. MB  57 BB08A
2163057218 2130034 17I GLO. S   57 BA02
2163057218 2331064 17I GLO. S   57 BC07
2163057218 2331061 17P GLO. NA  57 BB08A
2163057218 2112013 17P GLO. NA  57 BB01
2163057218 2132075 17P GLO. S   57 BB01
2163057218 2331063 17O GLO. MB  57 BC58
2163057218 2132060 17O GLO. NA  57 BC02
2163057218 2112013 17O REC. S   57 J12013
2163057218 2132060 18I GLO. MB  57 BC01
2163057218 2331065 18I GLO. S   57 BD07
2163057218 2132061 18P GLO. B   57 BD01
2163057218 2331066 18P GLO. B   57 BE58
2163057218 2331061 18O GLO. MB  57 BB07
2163057218 2122081 18O GLO. B   57 BC01
2163057218 2132062 18O GLO. S   57 BE02
2163057218 2132063 19I GLO. B   57 BF01
2163057218 2141025 19I GLO. B   57 BD01
2163057218 2331067 19I GLO. S   57 BF57
2163057218 2132064 19P GLO. B   57 BG01
2163057218 2331080 19P GLO. B   57 BG07
2163057218 2331079 19O GLO. S   57 BH07
2163057218 2141026 19O GLO. B   57 BE51
2163057218 2132065 19O GLO. S   57 BH01
2163057218 2212008 20I GLO. MB  57 HH14
2163057218 2122082 20I GLO. S   57 BF02
2163057218 2255064 20P GLO. MB  57 HD01
2163057218 2122083 20P GLO. MB  57 BG01
2163057218 2211085 20P GLO. B   57 HD13
2163057218 2281045 20P GLO. MB  57 HA01
2163057218 2255065 20O GLO. MB  57 HE04
2163057218 2332086 20O GLO. B   57 BK07
2163057218 2122084 20O GLO. S   57 BG52
2163057218 2332053 20O GLO. B   57 BH07
2163057218 2331087 20O GLO. S   57 BG57
2163057236 2300035 16O GLO. B   57 BA53B
2163057236 2300034 16O GLO. S   57 BA53
2163057236 2130034 16O GLO. NA  57 BA53
2163057236 2300033 16O GLO. MB  57 BA53
2163057236 2331061 17I GLO. NA  57 BB08
2163057236 2331064 17I GLO. S   57 BC58
2163057236 2130034 17I GLO. NA  57 BA02
2163057236 2331062 17P GLO. S   57 BB07
2163057236 2331063 17O GLO. MB  57 BC58
2163057236 2331061 17O GLO. B   57 BB08
2163057236 2130034 18P REC. NA  57 J30034
2163057236 2130034 19I REC. MB  57 J30034
2163057236 2331065 19P GLO. B   57 BD07
2163057236 2132075 19P GLO. B   57 BB51
2163057236 2112013 19O GLO. NA  57 BB51
2163057236 2331066 19O GLO. NA  57 BE08
2163057236 2331066 19O REC. MB  57 J31066
2163057236 2112013 20I GLO. S   57 BB01
2163057236 2132060 20I GLO. B   57 BC51
2163057236 2331067 20P GLO. MB  57 BF08
2163057236 2132061 20P GLO. B   57 BD51
2163057263 2300035 16O GLO. B   57 BA53B
2163057263 2300034 16O GLO. MB  57 BA53
2163057263 2130034 16O GLO. MB  57 BA53
2163057263 2300033 16O GLO. MB  57 BA53
2163057263 2331062 17I GLO. MB  57 BB07
2163057263 2331064 17I GLO. MB  57 BC07
2163057263 2112013 17I GLO. MB  57 BB51
2163057263 2132075 17I GLO. B   57 BB02
2163057263 2132060 17P GLO. MB  57 BC01
2163057263 2331061 17P GLO. MB  57 BB08A
2163057263 2331063 17O GLO. MB  57 BC07
2163057263 2132062 17O GLO. MB  57 BE01
2163057263 2122081 17O GLO. B   57 BC02
2163057263 2132061 18I GLO. MB  57 BD01
2163057263 2331066 18I GLO. MB  57 BE07
2163057263 2141025 18I GLO. MB  57 BD01
